Timestamp,Open,High,Low,Close,Volume
2023-01-01 00:00:00,1.0800,1.0801,1.0799,1.0800,547
2023-01-01 00:01:00,1.0801,1.0802,1.0800,1.0801,623
2023-01-01 00:02:00,1.0799,1.0800,1.0798,1.0799,105
2023-01-01 00:03:00,1.0800,1.0801,1.0799,1.0800,224
2023-01-01 00:04:00,1.0800,1.0801,1.0799,1.0800,876
2023-01-01 00:05:00,1.0801,1.0802,1.0800,1.0801,947
2023-01-01 00:06:00,1.0801,1.0802,1.0800,1.0801,432
2023-01-01 00:07:00,1.0802,1.0803,1.0801,1.0802,689
2023-01-01 00:08:00,1.0802,1.0803,1.0801,1.0802,176
2023-01-01 00:09:00,1.0803,1.0804,1.0802,1.0803,531
2023-01-01 00:10:00,1.0804,1.0805,1.0803,1.0804,789
2023-01-01 00:11:00,1.0804,1.0805,1.0803,1.0804,123
2023-01-01 00:12:00,1.0805,1.0806,1.0804,1.0805,456
2023-01-01 00:13:00,1.0806,1.0807,1.0805,1.0806,789
2023-01-01 00:14:00,1.0807,1.0808,1.0806,1.0807,234
2023-01-01 00:15:00,1.0807,1.0808,1.0806,1.0807,567
2023-01-01 00:16:00,1.0808,1.0809,1.0807,1.0808,890
2023-01-01 00:17:00,1.0809,1.0810,1.0808,1.0809,123
2023-01-01 00:18:00,1.0810,1.0811,1.0809,1.0810,456
2023-01-01 00:19:00,1.0810,1.0811,1.0809,1.0810,789
2023-01-01 00:20:00,1.0811,1.0812,1.0810,1.0811,234
2023-01-01 00:21:00,1.0812,1.0813,1.0811,1.0812,567
2023-01-01 00:22:00,1.0813,1.0814,1.0812,1.0813,890
2023-01-01 00:23:00,1.0814,1.0815,1.0813,1.0814,123
2023-01-01 00:24:00,1.0815,1.0816,1.0814,1.0815,456
2023-01-01 00:25:00,1.0815,1.0816,1.0814,1.0815,789
2023-01-01 00:26:00,1.0816,1.0817,1.0815,1.0816,234
2023-01-01 00:27:00,1.0817,1.0818,1.0816,1.0817,567
2023-01-01 00:28:00,1.0818,1.0819,1.0817,1.0818,890
2023-01-01 00:29:00,1.0819,1.0820,1.0818,1.0819,123
2023-01-01 00:30:00,1.0820,1.0821,1.0819,1.0820,456
2023-01-01 00:31:00,1.0820,1.0821,1.0819,1.0820,789
2023-01-01 00:32:00,1.0821,1.0822,1.0820,1.0821,234
2023-01-01 00:33:00,1.0822,1.0823,1.0821,1.0822,567
2023-01-01 00:34:00,1.0823,1.0824,1.0822,1.0823,890
2023-01-01 00:35:00,1.0824,1.0825,1.0823,1.0824,123
2023-01-01 00:36:00,1.0825,1.0826,1.0824,1.0825,456
2023-01-01 00:37:00,1.0825,1.0826,1.0824,1.0825,789
2023-01-01 00:38:00,1.0826,1.0827,1.0825,1.0826,234
2023-01-01 00:39:00,1.0827,1.0828,1.0826,1.0827,567
2023-01-01 00:40:00,1.0828,1.0829,1.0827,1.0828,890
2023-01-01 00:41:00,1.0829,1.0830,1.0828,1.0829,123
2023-01-01 00:42:00,1.0830,1.0831,1.0829,1.0830,456
2023-01-01 00:43:00,1.0830,1.0831,1.0829,1.0830,789
2023-01-01 00:44:00,1.0831,1.0832,1.0830,1.0831,234
2023-01-01 00:45:00,1.0832,1.0833,1.0831,1.0832,567
2023-01-01 00:46:00,1.0833,1.0834,1.0832,1.0833,890
2023-01-01 00:47:00,1.0834,1.0835,1.0833,1.0834,123
2023-01-01 00:48:00,1.0835,1.0836,1.0834,1.0835,456
2023-01-01 00:49:00,1.0835,1.0836,1.0834,1.0835,789
2023-01-01 00:50:00,1.0836,1.0837,1.0835,1.0836,234
2023-01-01 00:51:00,1.0837,1.0838,1.0836,1.0837,567
2023-01-01 00:52:00,1.0838,1.0839,1.0837,1.0838,890
2023-01-01 00:53:00,1.0839,1.0840,1.0838,1.0839,123
2023-01-01 00:54:00,1.0840,1.0841,1.0839,1.0840,456
2023-01-01 00:55:00,1.0840,1.0841,1.0839,1.0840,789
2023-01-01 00:56:00,1.0841,1.0842,1.0840,1.0841,234
2023-01-01 00:57:00,1.0842,1.0843,1.0841,1.0842,567
2023-01-01 00:58:00,1.0843,1.0844,1.0842,1.0843,890
2023-01-01 00:59:00,1.0844,1.0845,1.0843,1.0844,123
2023-01-01 01:00:00,1.0845,1.0846,1.0844,1.0845,456
2023-01-01 01:01:00,1.0845,1.0846,1.0844,1.0845,789
2023-01-01 01:02:00,1.0846,1.0847,1.0845,1.0846,234
2023-01-01 01:03:00,1.0847,1.0848,1.0846,1.0847,567
2023-01-01 01:04:00,1.0848,1.0849,1.0847,1.0848,890
2023-01-01 01:05:00,1.0849,1.0850,1.0848,1.0849,123
2023-01-01 01:06:00,1.0850,1.0851,1.0849,1.0850,456
2023-01-01 01:07:00,1.0850,1.0851,1.0849,1.0850,789
2023-01-01 01:08:00,1.0851,1.0852,1.0850,1.0851,234
2023-01-01 01:09:00,1.0852,1.0853,1.0851,1.0852,567
2023-01-01 01:10:00,1.0853,1.0854,1.0852,1.0853,890
2023-01-01 01:11:00,1.0854,1.0855,1.0853,1.0854,123
2023-01-01 01:12:00,1.0855,1.0856,1.0854,1.0855,456
2023-01-01 01:13:00,1.0855,1.0856,1.0854,1.0855,789
2023-01-01 01:14:00,1.0856,1.0857,1.0855,1.0856,234
2023-01-01 01:15:00,1.0857,1.0858,1.0856,1.0857,567
2023-01-01 01:16:00,1.0858,1.0859,1.0857,1.0858,890
2023-01-01 01:17:00,1.0859,1.0860,1.0858,1.0859,123
2023-01-01 01:18:00,1.0860,1.0861,1.0859,1.0860,456
2023-01-01 01:19:00,1.0860,1.0861,1.0859,1.0860,789
2023-01-01 01:20:00,1.0861,1.0862,1.0860,1.0861,234
2023-01-01 01:21:00,1.0862,1.0863,1.0861,1.0862,567
2023-01-01 01:22:00,1.0863,1.0864,1.0862,1.0863,890
2023-01-01 01:23:00,1.0864,1.0865,1.0863,1.0864,123
2023-01-01 01:24:00,1.0865,1.0866,1.0864,1.0865,456
2023-01-01 01:25:00,1.0865,1.0866,1.0864,1.0865,789
2023-01-01 01:26:00,1.0866,1.0867,1.0865,1.0866,234
2023-01-01 01:27:00,1.0867,1.0868,1.0866,1.0867,567
2023-01-01 01:28:00,1.0868,1.0869,1.0867,1.0868,890
2023-01-01 01:29:00,1.0869,1.0870,1.0868,1.0869,123
2023-01-01 01:30:00,1.0870,1.0871,1.0869,1.0870,456
2023-01-01 01:31:00,1.0870,1.0871,1.0869,1.0870,789
2023-01-01 01:32:00,1.0871,1.0872,1.0870,1.0871,234
2023-01-01 01:33:00,1.0872,1.0873,1.0871,1.0872,567
2023-01-01 01:34:00,1.0873,1.0874,1.0872,1.0873,890
2023-01-01 01:35:00,1.0874,1.0875,1.0873,1.0874,123
2023-01-01 01:36:00,1.0875,1.0876,1.0874,1.0875,456
2023-01-01 01:37:00,1.0875,1.0876,1.0874,1.0875,789
2023-01-01 01:38:00,1.0876,1.0877,1.0875,1.0876,234
2023-01-01 01:39:00,1.0877,1.0878,1.0876,1.0877,567
2023-01-01 01:40:00,1.0878,1.0879,1.0877,1.0878,890
2023-01-01 01:41:00,1.0879,1.0880,1.0878,1.0879,123
2023-01-01 01:42:00,1.0880,1.0881,1.0879,1.0880,456
2023-01-01 01:43:00,1.0880,1.0881,1.0879,1.0880,789
2023-01-01 01:44:00,1.0881,1.0882,1.0880,1.0881,234
2023-01-01 01:45:00,1.0882,1.0883,1.0881,1.0882,567
2023-01-01 01:46:00,1.0883,1.0884,1.0882,1.0883,890
2023-01-01 01:47:00,1.0884,1.0885,1.0883,1.0884,123
2023-01-01 01:48:00,1.0885,1.0886,1.0884,1.0885,456
2023-01-01 01:49:00,1.0885,1.0886,1.0884,1.0885,789
2023-01-01 01:50:00,1.0886,1.0887,1.0885,1.0886,234
2023-01-01 01:51:00,1.0887,1.0888,1.0886,1.0887,567
2023-01-01 01:52:00,1.0888,1.0889,1.0887,1.0888,890
2023-01-01 01:53:00,1.0889,1.0890,1.0888,1.0889,123
2023-01-01 01:54:00,1.0890,1.0891,1.0889,1.0890,456
2023-01-01 01:55:00,1.0890,1.0891,1.0889,1.0890,789
2023-01-01 01:56:00,1.0891,1.0892,1.0890,1.0891,234
2023-01-01 01:57:00,1.0892,1.0893,1.0891,1.0892,567
2023-01-01 01:58:00,1.0893,1.0894,1.0892,1.0893,890
2023-01-01 01:59:00,1.0894,1.0895,1.0893,1.0894,123
2023-01-01 02:00:00,1.0895,1.0896,1.0894,1.0895,456
2023-01-01 02:01:00,1.0895,1.0896,1.0894,1.0895,789
2023-01-01 02:02:00,1.0896,1.0897,1.0895,1.0896,234
2023-01-01 02:03:00,1.0897,1.0898,1.0896,1.0897,567
2023-01-01 02:04:00,1.0898,1.0899,1.0897,1.0898,890
2023-01-01 02:05:00,1.0899,1.0900,1.0898,1.0899,123
2023-01-01 02:06:00,1.0900,1.0901,1.0899,1.0900,456
2023-01-01 02:07:00,1.0900,1.0901,1.0899,1.0900,789
2023-01-01 02:08:00,1.0901,1.0902,1.0900,1.0901,234
2023-01-01 02:09:00,1.0902,1.0903,1.0901,1.0902,567
2023-01-01 02:10:00,1.0903,1.0904,1.0902,1.0903,890
2023-01-01 02:11:00,1.0904,1.0905,1.0903,1.0904,123
2023-01-01 02:12:00,1.0905,1.0906,1.0904,1.0905,456
2023-01-01 02:13:00,1.0905,1.0906,1.0904,1.0905,789
2023-01-01 02:14:00,1.0906,1.0907,1.0905,1.0906,234
2023-01-01 02:15:00,1.0907,1.0908,1.0906,1.0907,567
2023-01-01 02:16:00,1.0908,1.0909,1.0907,1.0908,890
2023-01-01 02:17:00,1.0909,1.0910,1.0908,1.0909,123
2023-01-01 02:18:00,1.0910,1.0911,1.0909,1.0910,456
2023-01-01 02:19:00,1.0910,1.0911,1.0909,1.0910,789
2023-01-01 02:20:00,1.0911,1.0912,1.0910,1.0911,234
2023-01-01 02:21:00,1.0912,1.0913,1.0911,1.0912,567
2023-01-01 02:22:00,1.0913,1.0914,1.0912,1.0913,890
2023-01-01 02:23:00,1.0914,1.0915,1.0913,1.0914,123
2023-01-01 02:24:00,1.0915,1.0916,1.0914,1.0915,456
2023-01-01 02:25:00,1.0915,1.0916,1.0914,1.0915,789
2023-01-01 02:26:00,1.0916,1.0917,1.0915,1.0916,234
2023-01-01 02:27:00,1.0917,1.0918,1.0916,1.0917,567
2023-01-01 02:28:00,1.0918,1.0919,1.0917,1.0918,890
2023-01-01 02:29:00,1.0919,1.0920,1.0918,1.0919,123
2023-01-01 02:30:00,1.0920,1.0921,1.0919,1.0920,456
2023-01-01 02:31:00,1.0920,1.0921,1.0919,1.0920,789
2023-01-01 02:32:00,1.0921,1.0922,1.0920,1.0921,234
2023-01-01 02:33:00,1.0922,1.0923,1.0921,1.0922,567
2023-01-01 02:34:00,1.0923,1.0924,1.0922,1.0923,890
2023-01-01 02:35:00,1.0924,1.0925,1.0923,1.0924,123
2023-01-01 02:36:00,1.0925,1.0926,1.0924,1.0925,456
2023-01-01 02:37:00,1.0925,1.0926,1.0924,1.0925,789
2023-01-01 02:38:00,1.0926,1.0927,1.0925,1.0926,234
2023-01-01 02:39:00,1.0927,1.0928,1.0926,1.0927,567
2023-01-01 02:40:00,1.0928,1.0929,1.0927,1.0928,890
2023-01-01 02:41:00,1.0929,1.0930,1.0928,1.0929,123
2023-01-01 02:42:00,1.0930,1.0931,1.0929,1.0930,456
2023-01-01 02:43:00,1.0930,1.0931,1.0929,1.0930,789
2023-01-01 02:44:00,1.0931,1.0932,1.0930,1.0931,234
2023-01-01 02:45:00,1.0932,1.0933,1.0931,1.0932,567
2023-01-01 02:46:00,1.0933,1.0934,1.0932,1.0933,890
2023-01-01 02:47:00,1.0934,1.0935,1.0933,1.0934,123
2023-01-01 02:48:00,1.0935,1.0936,1.0934,1.0935,456
2023-01-01 02:49:00,1.0935,1.0936,1.0934,1.0935,789
2023-01-01 02:50:00,1.0936,1.0937,1.0935,1.0936,234
2023-01-01 02:51:00,1.0937,1.0938,1.0936,1.0937,567
2023-01-01 02:52:00,1.0938,1.0939,1.0937,1.0938,890
2023-01-01 02:53:00,1.0939,1.0940,1.0938,1.0939,123
2023-01-01 02:54:00,1.0940,1.0941,1.0939,1.0940,456
2023-01-01 02:55:00,1.0940,1.0941,1.0939,1.0940,789
2023-01-01 02:56:00,1.0941,1.0942,1.0940,1.0941,234
2023-01-01 02:57:00,1.0942,1.0943,1.0941,1.0942,567
2023-01-01 02:58:00,1.0943,1.0944,1.0942,1.0943,890
2023-01-01 02:59:00,1.0944,1.0945,1.0943,1.0944,123
2023-01-01 03:00:00,1.0945,1.0946,1.0944,1.0945,456
2023-01-01 03:01:00,1.0945,1.0946,1.0944,1.0945,789
2023-01-01 03:02:00,1.0946,1.0947,1.0945,1.0946,234
2023-01-01 03:03:00,1.0947,1.0948,1.0946,1.0947,567
2023-01-01 03:04:00,1.0948,1.0949,1.0947,1.0948,890
2023-01-01 03:05:00,1.0949,1.0950,1.0948,1.0949,123
2023-01-01 03:06:00,1.0950,1.0951,1.0949,1.0950,456
2023-01-01 03:07:00,1.0950,1.0951,1.0949,1.0950,789
2023-01-01 03:08:00,1.0951,1.0952,1.0950,1.0951,234
2023-01-01 03:09:00,1.0952,1.0953,1.0951,1.0952,567
2023-01-01 03:10:00,1.0953,1.0954,1.0952,1.0953,890
2023-01-01 03:11:00,1.0954,1.0955,1.0953,1.0954,123
2023-01-01 03:12:00,1.0955,1.0956,1.0954,1.0955,456
2023-01-01 03:13:00,1.0955,1.0956,1.0954,1.0955,789
2023-01-01 03:14:00,1.0956,1.0957,1.0955,1.0956,234
2023-01-01 03:15:00,1.0957,1.0958,1.0956,1.0957,567
2023-01-01 03:16:00,1.0958,1.0959,1.0957,1.0958,890
2023-01-01 03:17:00,1.0959,1.0960,1.0958,1.0959,123
2023-01-01 03:18:00,1.0960,1.0961,1.0959,1.0960,456
2023-01-01 03:19:00,1.0960,1.0961,1.0959,1.0960,789
2023-01-01 03:20:00,1.0961,1.0962,1.0960,1.0961,234
2023-01-01 03:21:00,1.0962,1.0963,1.0961,1.0962,567
2023-01-01 03:22:00,1.0963,1.0964,1.0962,1.0963,890
2023-01-01 03:23:00,1.0964,1.0965,1.0963,1.0964,123
2023-01-01 03:24:00,1.0965,1.0966,1.0964,1.0965,456
2023-01-01 03:25:00,1.0965,1.0966,1.0964,1.0965,789
2023-01-01 03:26:00,1.0966,1.0967,1.0965,1.0966,234
2023-01-01 03:27:00,1.0967,1.0968,1.0966,1.0967,567
2023-01-01 03:28:00,1.0968,1.0969,1.0967,1.0968,890
2023-01-01 03:29:00,1.0969,1.0970,1.0968,1.0969,123
2023-01-01 03:30:00,1.0970,1.0971,1.0969,1.0970,456
2023-01-01 03:31:00,1.0970,1.0971,1.0969,1.0970,789
2023-01-01 03:32:00,1.0971,1.0972,1.0970,1.0971,234
2023-01-01 03:33:00,1.0972,1.0973,1.0971,1.0972,567
2023-01-01 03:34:00,1.0973,1.0974,1.0972,1.0973,890
2023-01-01 03:35:00,1.0974,1.0975,1.0973,1.0974,123
2023-01-01 03:36:00,1.0975,1.0976,1.0974,1.0975,456
2023-01-01 03:37:00,1.0975,1.0976,1.0974,1.0975,789
2023-01-01 03:38:00,1.0976,1.0977,1.0975,1.0976,234
2023-01-01 03:39:00,1.0977,1.0978,1.0976,1.0977,567
2023-01-01 03:40:00,1.0978,1.0979,1.0977,1.0978,890
2023-01-01 03:41:00,1.0979,1.0980,1.0978,1.0979,123
2023-01-01 03:42:00,1.0980,1.0981,1.0979,1.0980,456
2023-01-01 03:43:00,1.0980,1.0981,1.0979,1.0980,789
2023-01-01 03:44:00,1.0981,1.0982,1.0980,1.0981,234
2023-01-01 03:45:00,1.0982,1.0983,1.0981,1.0982,567
2023-01-01 03:46:00,1.0983,1.0984,1.0982,1.0983,890
2023-01-01 03:47:00,1.0984,1.0985,1.0983,1.0984,123
2023-01-01 03:48:00,1.0985,1.0986,1.0984,1.0985,456
2023-01-01 03:49:00,1.0985,1.0986,1.0984,1.0985,789
2023-01-01 03:50:00,1.0986,1.0987,1.0985,1.0986,234
2023-01-01 03:51:00,1.0987,1.0988,1.0986,1.0987,567
2023-01-01 03:52:00,1.0988,1.0989,1.0987,1.0988,890
2023-01-01 03:53:00,1.0989,1.0990,1.0988,1.0989,123
2023-01-01 03:54:00,1.0990,1.0991,1.0989,1.0990,456
2023-01-01 03:55:00,1.0990,1.0991,1.0989,1.0990,789
2023-01-01 03:56:00,1.0991,1.0992,1.0990,1.0991,234
2023-01-01 03:57:00,1.0992,1.0993,1.0991,1.0992,567
2023-01-01 03:58:00,1.0993,1.0994,1.0992,1.0993,890
2023-01-01 03:59:00,1.0994,1.0995,1.0993,1.0994,123
2023-01-01 04:00:00,1.0995,1.0996,1.0994,1.0995,456
2023-01-01 04:01:00,1.0995,1.0996,1.0994,1.0995,789
2023-01-01 04:02:00,1.0996,1.0997,1.0995,1.0996,234
2023-01-01 04:03:00,1.0997,1.0998,1.0996,1.0997,567
2023-01-01 04:04:00,1.0998,1.0999,1.0997,1.0998,890
2023-01-01 04:05:00,1.0999,1.1000,1.0998,1.0999,123
2023-01-01 04:06:00,1.1000,1.1001,1.0999,1.1000,456
2023-01-01 04:07:00,1.1000,1.1001,1.0999,1.1000,789
2023-01-01 04:08:00,1.1001,1.1002,1.1000,1.1001,234
2023-01-01 04:09:00,1.1002,1.1003,1.1001,1.1002,567
2023-01-01 04:10:00,1.1003,1.1004,1.1002,1.1003,890
2023-01-01 04:11:00,1.1004,1.1005,1.1003,1.1004,123
2023-01-01 04:12:00,1.1005,1.1006,1.1004,1.1005,456
2023-01-01 04:13:00,1.1005,1.1006,1.1004,1.1005,789
2023-01-01 04:14:00,1.1006,1.1007,1.1005,1.1006,234
2023-01-01 04:15:00,1.1007,1.1008,1.1006,1.1007,567
2023-01-01 04:16:00,1.1008,1.1009,1.1007,1.1008,890
2023-01-01 04:17:00,1.1009,1.1010,1.1008,1.1009,123
2023-01-01 04:18:00,1.1010,1.1011,1.1009,1.1010,456
2023-01-01 04:19:00,1.1010,1.1011,1.1009,1.1010,789
2023-01-01 04:20:00,1.1011,1.1012,1.1010,1.1011,234
2023-01-01 04:21:00,1.1012,1.1013,1.1011,1.1012,567
2023-01-01 04:22:00,1.1013,1.1014,1.1012,1.1013,890
2023-01-01 04:23:00,1.1014,1.1015,1.1013,1.1014,123
2023-01-01 04:24:00,1.1015,1.1016,1.1014,1.1015,456
2023-01-01 04:25:00,1.1015,1.1016,1.1014,1.1015,789
2023-01-01 04:26:00,1.1016,1.1017,1.1015,1.1016,234
2023-01-01 04:27:00,1.1017,1.1018,1.1016,1.1017,567
2023-01-01 04:28:00,1.1018,1.1019,1.1017,1.1018,890
2023-01-01 04:29:00,1.1019,1.1020,1.1018,1.1019,123
2023-01-01 04:30:00,1.1020,1.1021,1.1019,1.1020,456
2023-01-01 04:31:00,1.1020,1.1021,1.1019,1.1020,789
2023-01-01 04:32:00,1.1021,1.1022,1.1020,1.1021,234
2023-01-01 04:33:00,1.1022,1.1023,1.1021,1.1022,567
2023-01-01 04:34:00,1.1023,1.1024,1.1022,1.1023,890
2023-01-01 04:35:00,1.1024,1.1025,1.1023,1.1024,123
2023-01-01 04:36:00,1.1025,1.1026,1.1024,1.1025,456
2023-01-01 04:37:00,1.1025,1.1026,1.1024,1.1025,789
2023-01-01 04:38:00,1.1026,1.1027,1.1025,1.1026,234
2023-01-01 04:39:00,1.1027,1.1028,1.1026,1.1027,567
2023-01-01 04:40:00,1.1028,1.1029,1.1027,1.1028,890
2023-01-01 04:41:00,1.1029,1.1030,1.1028,1.1029,123
2023-01-01 04:42:00,1.1030,1.1031,1.1029,1.1030,456
2023-01-01 04:43:00,1.1030,1.1031,1.1029,1.1030,789
2023-01-01 04:44:00,1.1031,1.1032,1.1030,1.1031,234
2023-01-01 04:45:00,1.1032,1.1033,1.1031,1.1032,567
2023-01-01 04:46:00,1.1033,1.1034,1.1032,1.1033,890
2023-01-01 04:47:00,1.1034,1.1035,1.1033,1.1034,123
2023-01-01 04:48:00,1.1035,1.1036,1.1034,1.1035,456
2023-01-01 04:49:00,1.1035,1.1036,1.1034,1.1035,789
2023-01-01 04:50:00,1.1036,1.1037,1.1035,1.1036,234
2023-01-01 04:51:00,1.1037,1.1038,1.1036,1.1037,567
2023-01-01 04:52:00,1.1038,1.1039,1.1037,1.1038,890
2023-01-01 04:53:00,1.1039,1.1040,1.1038,1.1039,123
2023-01-01 04:54:00,1.1040,1.1041,1.1039,1.1040,456
2023-01-01 04:55:00,1.1040,1.1041,1.1039,1.1040,789
2023-01-01 04:56:00,1.1041,1.1042,1.1040,1.1041,234
2023-01-01 04:57:00,1.1042,1.1043,1.1041,1.1042,567
2023-01-01 04:58:00,1.1043,1.1044,1.1042,1.1043,890
2023-01-01 04:59:00,1.1044,1.1045,1.1043,1.1044,123
